adm0_name,adm1_name,adm1_id,adm2_name,adm3_name,date,policy,travel_ban_intl_out_country_list,travel_ban_intl_in_country_list,no_gathering_size,optional,notes,source,access_date,intensity_group,intensity_group2,intensity_group3,intensity_group4,intensity_group5
USA,all,all,all,all,3/25/2020,travel_ban_intl_out,Russia,NA,NA,Y,level 4 - CDC recommends that travelers avoid all nonessential travel ,https://wwwnc.cdc.gov/travel/notices,3/25/2020,level 4,,,,
USA,American Samoa,AS,all,all,3/22/2020,business_closure,NA,NA,NA,N,"And all nightclubs, bars, theaters, bars attached to restaurants or hotels, or any other public place people accustom for social gatherings are to be closed.",http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,4/9/2020,food/drink closure,,,,
USA,American Samoa,AS,all,all,3/22/2020,emergency_declaration,NA,NA,NA,NA,govenor announced state of emergency,http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,emergency declaration,,,,
USA,American Samoa,AS,all,all,3/22/2020,no_gathering,NA,NA,5,N,"Prohibits public gatherings of more than five people at any public space; or of any osrt at chucch, sports events, entertainment gatherings, etc",http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,no_gathering_5_49,,,,
USA,American Samoa,AS,all,all,3/25/2020,paid_sick_leave,NA,NA,NA,N,"Suspending the restrictions on “hazard pay” for medical personnel, first responders, and other employees with an increased risk and exposure; Suspending the maximum grant of four (4) hours for excused absences to state personnel under quarantine or unable to attend work; and",https://6fe16cc8-c42f-411f-9950-4abb1763c703.filesusr.com/ugd/4bfff9_1199b0a229ea45d2b25d4eda6c869d50.pdf,3/30/2020,subset of workers receive paid sick leave,,,,
USA,American Samoa,AS,all,all,3/22/2020,school_closure,NA,NA,NA,N,Closes all schools until further notice.,http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,school closure ,,,,
USA,American Samoa,AS,all,all,3/22/2020,social_distance,NA,NA,NA,N,"Limits public access to flea markets or any market which the public have access to within set hours; Prohibits street vendors from selling any goods beside roads, streets, culverts, or footpaths; and the closing of all public parks and facilities (toilets) will be closed starting March 22, 2020 until further notice.",http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,closes public facilities,closes outdoor facilities,,,
USA,American Samoa,AS,all,all,3/22/2020,transit_suspension,NA,NA,NA,N,Prohibits the operation of public transport such as buses and vans that carry more than five people;,http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,transit operations limited,,,,
USA,American Samoa,AS,all,all,3/18/2020,travel_ban_intl_in,NA,all,NA,N,their declaration of continued public health emergency and state of emergency suspending all entry permits until further notice.,https://6fe16cc8-c42f-411f-9950-4abb1763c703.filesusr.com/ugd/4bfff9_1c53b436c80f431f8238212df0a9bf6e.pdf,5/11/2020,any inbound travelers quarantine,,,,
USA,American Samoa,AS,all,all,3/22/2020,travel_ban_intl_in,NA,all,NA,N,suspends international travel to/from America Samoa,http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,no inbound travel,,,,
USA,American Samoa,AS,all,all,3/22/2020,travel_ban_intl_out,all,NA,"Australia, Samoa, Tonga, Fiji",N,suspends all international travel to/from,http://www.samoagovt.ws/2020/03/coronavirus-covid19-21-march-2020-emergency-orders-amendment/,3/26/2020,no outbound non-essential travel,,,,
USA,American Samoa,AS,all,all,3/30/2020,work_from_home,NA,NA,NA,N,all state employees will move to a 50 percent staffing level for work days.,https://6fe16cc8-c42f-411f-9950-4abb1763c703.filesusr.com/ugd/4bfff9_626d9907a5c64d6c8be58963cdf22eac.pdf,4/7/2020,govt employees work from home,,,,
USA,Arizona,AZ,Maricopa,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/26/2020,food/drink closure,,,,
USA,Arizona,AZ,Pinal,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/27/2020,food/drink closure,,,,
USA,Arizona,AZ,Coconino,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/28/2020,food/drink closure,,,,
USA,Arizona,AZ,Yavapai,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/29/2020,food/drink closure,,,,
USA,Arizona,AZ,Pima,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/30/2020,food/drink closure,,,,
USA,Arizona,AZ,Navajo,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,3/31/2020,food/drink closure,,,,
USA,Arizona,AZ,Graham,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,4/1/2020,food/drink closure,,,,
USA,Arizona,AZ,Santa Cruz,all,3/19/2020,business_closure,NA,NA,NA,N,"Signing of an executive order that requires restaurants in counties with confirmed COVID-19 cases to provide dine-out options only, as well as the closure of all bars in those counties. The order allows restaurants to deliver alcoholic beverages with the purchase of food.",https://www.abc15.com/news/state/executive-order-bars-gyms-closed-in-affected-arizona-counties-national-guard-activated,4/2/2020,food/drink closure,,,,
USA,Arizona,AZ,all,all,3/23/2020,business_closure,NA,NA,NA,N,"executive order clarifying businesses and operations deemed “essential” by the state and providing certainty to business owners, employees, families and allowing child care to remain open.",https://azgovernor.gov/governor/news/2020/03/list-essential-services,3/25/2020,N/A: amendment,,,,
USA,Arizona,AZ,all,all,4/3/2020,business_closure,NA,NA,NA,N,"additional guidance on essential services and recreational activities including the suspension of operations of barbers, tanning salons, spas, as well as the operation of communal pools at hotels, condominiums, apartment complexes and parks.",https://azgovernor.gov/governor/news/2020/04/additional-guidance-essential-services,4/7/2020,recreation,,,,
USA,Arizona,AZ,all,all,3/11/2020,emergency_declaration,NA,NA,NA,NA,Governor Ducey issued a Declaration of Emergency and an Executive Order to provide health officials and administrators with tools and guidance necessary to combat the continued spread of COVID-19 and to reduce financial burdens on Arizonans by lowering healthcare costs associated with the virus.,https://azgovernor.gov/governor/news/2020/03/video-governor-ducey-adhs-director-dr-christ-announce-declaration-emergency,3/17/2020,emergency declaration,,,,
USA,Arizona,AZ,all,all,3/31/2020,home_isolation,NA,NA,NA,N,"an executive order, “Stay Home, Stay Healthy, Stay Connected,” to promote increased physical distancing, while encouraging social connectedness among citizens.",https://azgovernor.gov/governor/news/2020/03/new-executive-order-stay-home-stay-healthy-stay-connected,4/7/2020,mandatory shelter in place,,,,
USA,Arizona,AZ,all,all,3/16/2020,no_gathering,NA,NA,50,Y,"should limit gathering size 50 people or more, recommended",https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home,3/15/2020,no_gathering_50_99,,,,
USA,Arizona,AZ,all,all,3/16/2020,pos_cases_quarantine,NA,NA,NA,Y,stay home when sick,https://www.azdhs.gov/preparedness/epidemiology-disease-control/infectious-disease-epidemiology/index.php#novel-coronavirus-home,3/15/2020,opt quarantine,,,,
USA,Arizona,AZ,all,all,3/16/2020,school_closure,NA,NA,NA,N,Arizona’s governor and school superintendent on Sunday ordered a statewide closure of schools through at least March 27 as authorities rush to contain the outbreak of the new coronavirus.,https://azgovernor.gov/governor/blog/2020/03/open-letter-arizona-families-educators-school-leaders-and-education-community,3/17/2020,school closure ,,,,
USA,Arizona,AZ,all,all,3/16/2020,social_distance,NA,NA,NA,N,"The Governor announced the cancellation of large events and mass gatherings such as conferences, festivals, parades, concerts, sporting events, weddings and other types of assemblies.",https://twitter.com/dougducey/status/1239319812871876609,3/26/2020,requires social distancing standards anywhere outside home,,,,
USA,Arizona,AZ,all,all,3/19/2020,social_distance,NA,NA,NA,N,Signing of an executive order that halts all elective surgeries to free up medical resources and maintain the capacity for hospitals and providers to continue offering vital services.,https://azgovernor.gov/governor/news/2020/03/governor-ducey-announces-latest-covid-19-actions,4/9/2020,Restricts or requires social distance for visitation to certain facilities,,,,
USA,Arizona,AZ,all,all,3/25/2020,social_distance,NA,NA,NA,N,"State agencies and boards will defer requirements to renew licenses that have an expiration date between March 1, 2020 and September 1, 2020 by six months from the expiration date; State agencies and boards will suspend any rules that prevent or limit the amount of online or alternative learning hours permitted to issue or renew a license; and State agencies and boards will issue provisional licenses to applicants who have met all other requirements of Arizona statute and administrative code but cannot take the exam remotely.",https://azgovernor.gov/sites/default/files/eo_2020-17_0.pdf,3/30/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Arizona,AZ,all,all,4/8/2020,social_distance,NA,NA,NA,N,"an executive order allowing Arizonans to get documents notarized remotely, while ensuring secure and effective verification processes.",https://azgovernor.gov/governor/news/2020/04/governor-ducey-signs-executive-order-establishing-virtual-notary-services,4/9/2020,Suspends/restricts non-critical state operations/govt services,,,,
USA,Arizona,AZ,all,all,4/7/2020,travel_ban_local,all,all,NA,N,an executive order to increase quarantine guidelines for out-of-state travelers from an area with substantial community spread through any airport in the state must isolate or quarantine themselves upon arrival for 14 days.,https://azgovernor.gov/sites/default/files/eo-2020-24.pdf,4/9/2020,inbound quarantine,,,,
USA,Arizona,AZ,all,all,3/23/2020,work_from_home,NA,NA,NA,N,"when possible, and if non essential, businesses should work remote",https://www.nga.org/wp-content/uploads/2020/03/Memorandum-on-Overview-of-State-Actions-on-Business-Closure-and-Personal-Movement-Restrictions-in-Response-to-COVID-19_3.25.pdf,3/25/2020,opt work from home,,,,
USA,Arkansas,AR,all,all,3/17/2020,business_closure,NA,NA,NA,N,state’s three casinos to close for two weeks. He also announced that he was easing requirements for applying for unemployment benefits to help people who lose their jobs as businesses close or scale back operations.,https://www.arkansasonline.com/news/2020/mar/18/no-new-state-cases-but-closures-go-on-2/,3/26/2020,recreation,,,,
